bid_id,tender_id,vendor_id,bid_amount,submission_time,is_winner
BID000793,TEN0147,VEN0072,7854000,2023-04-24 09:38:09,False
BID000794,TEN0147,VEN0041,7502000,2023-04-18 15:58:05,True
BID000795,TEN0148,VEN0076,8497000,2021-07-05 09:38:33,False
BID000796,TEN0148,VEN0030,9994000,2021-06-22 15:16:09,False
BID000797,TEN0148,VEN0091,7053000,2021-07-12 14:20:34,False
BID000798,TEN0148,VEN0113,9416000,2021-06-23 15:11:14,False
BID000799,TEN0148,VEN0115,6064000,2021-06-19 17:58:55,True
BID000800,TEN0149,VEN0036,35998000,2022-01-15 11:33:23,False
BID000801,TEN0149,VEN0056,39998000,2022-02-04 14:33:43,False
BID000802,TEN0149,VEN0033,42147000,2022-01-15 09:56:15,False
BID000803,TEN0149,VEN0041,55172000,2022-01-20 14:27:24,False
BID000804,TEN0149,VEN0052,35520000,2022-01-06 17:24:15,True
BID000805,TEN0149,VEN0072,49248000,2022-01-20 16:05:24,False
BID000806,TEN0149,VEN0045,48738000,2022-01-04 09:39:35,False
BID000807,TEN0149,VEN0001,41321000,2022-01-17 10:48:08,False
BID000808,TEN0150,VEN0101,5158000,2024-11-19 09:25:32,False
BID000809,TEN0150,VEN0028,4508000,2024-11-30 12:00:39,True
BID000810,TEN0150,VEN0046,4715000,2024-10-05 11:05:15,False
BID000811,TEN0151,VEN0055,7938000,2024-04-06 14:52:59,True
BID000812,TEN0151,VEN0005,9830000,2024-04-21 10:52:56,False
BID000813,TEN0151,VEN0057,10150000,2024-04-13 17:37:37,False
BID000814,TEN0151,VEN0017,10204000,2024-04-10 16:04:26,False
BID000815,TEN0152,VEN0021,1839000,2021-10-16 16:33:10,False
BID000816,TEN0152,VEN0070,1582000,2021-10-28 00:00:00,True
BID000817,TEN0152,VEN0113,1904000,2021-10-01 12:23:45,False
BID000818,TEN0153,VEN0053,7082000,2024-12-11 11:15:28,False
BID000819,TEN0153,VEN0032,9279000,2024-12-03 09:25:18,False
BID000820,TEN0153,VEN0022,8671000,2024-12-14 09:00:32,True
BID000821,TEN0154,VEN0106,387000,2023-12-26 13:24:40,False
BID000822,TEN0154,VEN0015,548000,2023-12-31 13:32:05,False
BID000823,TEN0154,VEN0013,472000,2023-12-28 17:35:29,False
BID000824,TEN0154,VEN0002,353000,2024-01-12 13:10:06,True
BID000825,TEN0155,VEN0038,3671000,2023-11-25 13:46:00,True
BID000826,TEN0155,VEN0037,4850000,2023-12-04 13:23:56,False
BID000827,TEN0155,VEN0012,4125000,2023-12-08 09:57:26,False
BID000828,TEN0155,VEN0095,4049000,2023-11-30 15:36:02,False
BID000829,TEN0155,VEN0061,4834000,2023-12-02 14:46:10,False
BID000830,TEN0156,VEN0049,1302000,2025-01-01 13:50:56,True
BID000831,TEN0156,VEN0075,1763000,2025-01-03 17:49:28,False
BID000832,TEN0156,VEN0110,1503000,2025-01-10 09:26:55,False
BID000833,TEN0157,VEN0056,3073000,2021-10-14 11:58:40,False
BID000834,TEN0157,VEN0036,2566000,2021-10-07 12:16:37,True
BID000835,TEN0157,VEN0102,3099000,2021-10-27 00:00:00,False
BID000836,TEN0158,VEN0038,5312000,2024-08-26 11:26:58,False
BID000837,TEN0158,VEN0012,7560000,2024-07-28 14:58:15,False
BID000838,TEN0158,VEN0095,8387000,2024-07-29 12:13:03,False
BID000839,TEN0158,VEN0061,7507000,2024-08-28 15:53:17,False
BID000840,TEN0158,VEN0006,5470000,2024-09-09 13:02:39,False
BID000841,TEN0158,VEN0101,4986000,2024-09-15 15:44:59,True
BID000842,TEN0159,VEN0045,28955000,2023-02-05 12:40:54,False
BID000843,TEN0159,VEN0102,31020000,2023-01-20 10:23:21,False
BID000844,TEN0159,VEN0036,29575000,2023-02-01 09:57:47,False
BID000845,TEN0159,VEN0087,26766000,2023-01-03 17:49:30,True
BID000846,TEN0160,VEN0031,4134000,2024-12-14 11:13:37,False
BID000847,TEN0160,VEN0054,5247000,2024-12-26 13:45:47,False
BID000848,TEN0160,VEN0029,4029000,2024-12-10 14:42:58,True
BID000849,TEN0160,VEN0109,4764000,2025-01-05 00:00:00,False
BID000850,TEN0160,VEN0027,4894000,2024-12-11 13:03:19,False
BID000851,TEN0160,VEN0091,4955000,2024-12-26 13:00:08,False
BID000852,TEN0160,VEN0114,5451000,2024-12-16 11:56:34,False
BID000853,TEN0161,VEN0041,4419000,2022-09-19 14:42:16,False
BID000854,TEN0161,VEN0100,3873000,2022-09-23 17:49:49,True
BID000855,TEN0162,VEN0071,685000,2023-04-16 12:07:38,False
BID000856,TEN0162,VEN0051,829000,2023-03-04 11:01:55,True
BID000857,TEN0162,VEN0015,755000,2023-04-14 14:53:16,False
BID000858,TEN0162,VEN0062,676000,2023-04-12 09:09:48,False
BID000859,TEN0162,VEN0042,517000,2023-04-22 14:33:36,False
BID000860,TEN0163,VEN0011,7192000,2021-02-04 13:13:02,True
BID000861,TEN0163,VEN0082,7298000,2021-02-02 10:51:01,False
BID000862,TEN0163,VEN0114,7417000,2021-02-25 00:00:00,False
BID000863,TEN0164,VEN0021,1187000,2022-12-07 13:35:36,True
BID000864,TEN0164,VEN0004,1353000,2022-12-06 11:32:25,False
BID000867,TEN0165,VEN0009,1119000,2024-11-28 17:00:52,False
BID000868,TEN0165,VEN0022,786000,2024-11-22 11:16:17,True
BID000869,TEN0165,VEN0068,1088000,2024-12-01 17:33:56,False
BID000870,TEN0165,VEN0119,1207000,2024-11-30 15:34:44,False
BID000871,TEN0165,VEN0053,1135000,2024-11-21 10:15:13,False
BID000872,TEN0165,VEN0077,937000,2024-11-05 11:29:47,False
BID000873,TEN0165,VEN0066,942000,2024-11-24 09:56:37,False
BID000874,TEN0165,VEN0039,968000,2024-11-19 11:16:05,False
BID000875,TEN0166,VEN0116,1278000,2024-10-17 16:09:17,False
BID000876,TEN0166,VEN0055,1063000,2024-10-24 15:26:53,False
BID000877,TEN0166,VEN0011,859000,2024-10-17 13:27:04,True
BID000878,TEN0167,VEN0100,22947000,2022-11-19 14:10:54,False
BID000879,TEN0167,VEN0083,22499000,2022-11-12 12:06:52,False
BID000880,TEN0167,VEN0058,20705000,2022-10-12 11:25:09,True
BID000881,TEN0167,VEN0072,27198000,2022-12-01 00:00:00,False
BID000882,TEN0167,VEN0087,26720000,2022-11-11 15:34:51,False
BID000883,TEN0167,VEN0056,24418000,2022-11-02 11:03:43,False
BID000884,TEN0167,VEN0117,21436000,2022-10-19 14:36:15,False
BID000885,TEN0168,VEN0088,10434000,2024-03-11 13:37:54,False
BID000886,TEN0168,VEN0111,13794000,2024-04-02 16:52:03,True
BID000887,TEN0168,VEN0044,7986000,2024-04-05 16:17:11,False
BID000888,TEN0168,VEN0068,8267000,2024-03-09 17:49:16,False
BID000889,TEN0168,VEN0096,10243000,2024-03-12 17:10:19,False
BID000890,TEN0169,VEN0094,1499000,2021-12-28 15:16:23,False
BID000891,TEN0169,VEN0063,1467000,2021-12-26 17:57:15,False
BID000892,TEN0169,VEN0077,1434000,2021-12-22 14:45:34,False
BID000893,TEN0169,VEN0096,1297000,2021-12-13 09:50:44,False
BID000894,TEN0169,VEN0044,1134000,2022-01-07 15:39:39,True
BID000895,TEN0169,VEN0053,1288000,2022-01-07 14:24:27,False
BID000896,TEN0169,VEN0066,1347000,2022-01-04 13:18:07,False
BID000897,TEN0169,VEN0032,1321000,2022-01-07 14:45:48,False
BID000898,TEN0170,VEN0091,6580000,2022-04-01 17:49:07,True
BID000899,TEN0170,VEN0113,7503000,2022-03-30 16:29:40,False
BID000900,TEN0171,VEN0077,10090000,2022-12-20 13:00:49,False
BID000901,TEN0171,VEN0053,13043000,2022-12-14 09:59:13,False
BID000902,TEN0171,VEN0096,10292000,2022-12-26 09:05:43,False
BID000903,TEN0171,VEN0111,9953000,2022-12-05 14:11:22,True
BID000904,TEN0172,VEN0021,1483000,2022-07-06 17:28:59,False
BID000905,TEN0172,VEN0109,1556000,2022-06-27 09:48:35,False
BID000906,TEN0172,VEN0073,1433000,2022-05-22 12:27:12,False
BID000907,TEN0172,VEN0005,1500000,2022-06-22 17:52:18,False
BID000908,TEN0172,VEN0082,1429000,2022-06-30 11:50:26,True
BID000909,TEN0172,VEN0011,1579000,2022-07-01 15:10:29,False
BID000910,TEN0172,VEN0065,1573000,2022-06-17 14:00:02,False
BID000911,TEN0172,VEN0030,1466000,2022-06-25 17:16:28,False
BID000912,TEN0173,VEN0078,13022000,2022-05-29 15:59:32,True
BID000913,TEN0173,VEN0009,12969000,2022-04-22 16:57:45,False
BID000914,TEN0174,VEN0119,9580000,2024-04-08 14:57:16,False
BID000915,TEN0174,VEN0022,8747000,2024-03-21 10:45:59,False
BID000916,TEN0174,VEN0068,9400000,2024-04-10 09:38:22,False
BID000917,TEN0174,VEN0039,8672000,2024-04-03 10:12:31,False
BID000918,TEN0174,VEN0044,5987000,2024-04-11 10:24:51,True
BID000919,TEN0174,VEN0077,7949000,2024-04-23 13:36:41,False
BID000920,TEN0175,VEN0010,3471000,2024-04-03 10:47:39,False
BID000921,TEN0175,VEN0102,2884000,2024-04-04 12:18:29,True
BID000922,TEN0175,VEN0056,3569000,2024-03-31 13:33:16,False
BID000923,TEN0176,VEN0118,24868000,2023-12-04 14:48:34,False
BID000924,TEN0176,VEN0033,25110000,2023-11-27 14:44:33,False
BID000925,TEN0176,VEN0045,23859000,2023-11-24 09:25:40,False
BID000926,TEN0176,VEN0023,21391000,2023-12-08 10:12:53,False
BID000927,TEN0176,VEN0052,22445000,2023-12-05 17:23:05,False
BID000928,TEN0176,VEN0102,18662000,2023-11-26 10:11:42,True
BID000929,TEN0176,VEN0074,25914000,2023-12-09 11:23:59,False
BID000930,TEN0177,VEN0053,12312000,2022-08-12 13:27:27,False
BID000931,TEN0177,VEN0111,11985000,2022-08-22 17:31:36,False
BID000932,TEN0177,VEN0088,11543000,2022-08-04 10:40:34,False
BID000933,TEN0177,VEN0066,8319000,2022-07-24 16:23:00,True
BID000934,TEN0178,VEN0011,5886000,2021-04-02 14:57:21,False
BID000935,TEN0178,VEN0004,5200000,2021-04-03 12:59:36,False
BID000936,TEN0178,VEN0065,5768000,2021-04-01 12:58:39,False
BID000937,TEN0178,VEN0029,5120000,2021-03-18 12:05:57,True
BID000938,TEN0178,VEN0073,5747000,2021-02-26 12:40:08,False
BID000939,TEN0178,VEN0091,5982000,2021-04-02 13:16:55,False
BID000940,TEN0178,VEN0076,5142000,2021-02-24 09:06:26,False
BID000941,TEN0178,VEN0115,5460000,2021-03-23 15:45:34,False
BID000942,TEN0179,VEN0093,5672000,2023-05-06 12:11:03,False
BID000943,TEN0179,VEN0061,4710000,2023-05-12 00:00:00,True
BID000944,TEN0180,VEN0091,944000,2024-06-28 17:08:15,False
BID000945,TEN0180,VEN0073,803000,2024-05-16 09:07:57,False
BID000946,TEN0180,VEN0004,776000,2024-05-29 12:57:08,True
BID000947,TEN0180,VEN0034,799000,2024-06-06 14:44:10,False
BID000948,TEN0180,VEN0017,778000,2024-05-31 14:28:58,False
BID000949,TEN0180,VEN0021,903000,2024-05-20 10:12:17,False
BID000950,TEN0180,VEN0031,808000,2024-05-23 15:04:29,False
BID000951,TEN0181,VEN0026,1564000,2022-11-09 13:25:51,True
BID000952,TEN0181,VEN0002,1814000,2022-11-14 16:27:40,False
BID000953,TEN0181,VEN0062,1699000,2022-10-14 17:17:44,False
BID000954,TEN0181,VEN0071,1650000,2022-10-22 10:13:36,False
BID000955,TEN0181,VEN0106,1789000,2022-10-29 13:02:07,False
BID000956,TEN0181,VEN0107,1713000,2022-11-13 11:23:57,False
BID000957,TEN0181,VEN0080,1693000,2022-10-30 16:02:03,False
BID000958,TEN0182,VEN0046,5975000,2023-03-13 14:34:54,False
BID000959,TEN0182,VEN0084,5121000,2023-03-05 15:35:33,True
BID000960,TEN0183,VEN0032,12999000,2023-02-25 17:47:01,False
BID000961,TEN0183,VEN0077,13000000,2023-03-16 10:58:25,False
BID000962,TEN0183,VEN0078,11712000,2023-03-01 12:10:04,False
BID000963,TEN0183,VEN0063,10388000,2023-03-23 14:39:07,False
BID000964,TEN0183,VEN0068,12974000,2023-03-10 17:10:21,False
BID000965,TEN0183,VEN0096,14255000,2023-03-27 16:32:35,False
BID000966,TEN0183,VEN0053,11127000,2023-03-14 16:19:42,False
BID000967,TEN0183,VEN0044,8827000,2023-03-30 16:48:41,True
BID000968,TEN0184,VEN0076,8477000,2021-07-04 13:09:32,False
BID000969,TEN0184,VEN0047,7779000,2021-07-30 14:53:39,True
BID000970,TEN0184,VEN0109,7872000,2021-08-03 14:36:43,False
BID000971,TEN0184,VEN0116,9569000,2021-06-19 11:58:56,False
BID000972,TEN0185,VEN0037,2931000,2023-05-28 16:19:09,False
BID000973,TEN0185,VEN0061,2631000,2023-05-18 15:52:04,True
BID000974,TEN0186,VEN0096,6989000,2022-01-27 12:56:52,True
BID000975,TEN0186,VEN0068,8465000,2022-01-07 12:07:24,False
BID000976,TEN0186,VEN0077,7506000,2022-01-24 15:35:23,False
BID000977,TEN0186,VEN0053,8500000,2022-01-28 17:18:46,False
BID000978,TEN0187,VEN0053,651000,2021-05-05 15:54:40,False
BID000979,TEN0187,VEN0094,719000,2021-04-12 09:52:39,False
BID000980,TEN0187,VEN0111,541000,2021-05-01 17:50:00,True
BID000981,TEN0187,VEN0078,634000,2021-04-07 16:39:02,False
BID000982,TEN0187,VEN0022,555000,2021-04-05 11:08:29,False
BID000983,TEN0187,VEN0044,546000,2021-04-20 11:49:25,False
BID000984,TEN0187,VEN0096,564000,2021-04-30 15:50:45,False
BID000985,TEN0188,VEN0036,10182000,2022-02-10 15:57:07,True
BID000986,TEN0188,VEN0007,11916000,2022-02-01 15:10:16,False
BID000987,TEN0188,VEN0074,11752000,2022-01-29 15:24:55,False
BID000988,TEN0188,VEN0100,10884000,2022-02-12 16:28:21,False
BID000989,TEN0188,VEN0056,11745000,2022-01-30 12:58:38,False
BID000990,TEN0188,VEN0023,10733000,2022-02-03 11:50:20,False
BID000991,TEN0188,VEN0083,11031000,2022-02-07 09:40:51,False
BID000992,TEN0188,VEN0033,11787000,2022-02-13 16:38:17,False
BID000993,TEN0189,VEN0005,7774000,2024-08-16 15:42:04,False
BID000994,TEN0189,VEN0020,6736000,2024-09-01 00:00:00,True
BID000995,TEN0189,VEN0114,7091000,2024-08-29 17:29:52,False
BID000996,TEN0189,VEN0030,7149000,2024-08-19 10:16:42,False
BID000997,TEN0190,VEN0058,28849000,2023-08-20 11:25:57,True
BID000998,TEN0190,VEN0052,33954000,2023-09-09 16:14:06,False
BID000999,TEN0191,VEN0084,2483000,2021-05-06 15:08:10,True
BID001000,TEN0191,VEN0037,3188000,2021-06-03 12:47:15,False
BID001001,TEN0191,VEN0067,3005000,2021-06-07 17:13:31,False
BID001002,TEN0192,VEN0022,6984000,2024-11-07 16:45:16,False
BID001003,TEN0192,VEN0097,5846000,2024-10-28 16:40:17,True
BID001004,TEN0192,VEN0077,6792000,2024-11-05 09:32:11,False
BID001005,TEN0192,VEN0096,7449000,2024-10-31 11:25:35,False
BID001006,TEN0192,VEN0009,7519000,2024-11-04 10:29:28,False
BID001007,TEN0192,VEN0032,6775000,2024-10-29 10:29:30,False
BID001008,TEN0192,VEN0094,6709000,2024-11-09 10:44:46,False
BID001009,TEN0193,VEN0106,1747000,2024-09-13 14:31:29,False
BID001010,TEN0193,VEN0108,1811000,2024-10-13 17:55:41,False
BID001011,TEN0193,VEN0015,1659000,2024-09-26 17:38:43,False
BID001012,TEN0193,VEN0008,1548000,2024-10-16 17:16:21,False
BID001013,TEN0193,VEN0016,1482000,2024-09-09 10:38:52,True
BID001014,TEN0194,VEN0029,8497000,2022-07-26 17:01:47,False
BID001015,TEN0194,VEN0047,7152000,2022-07-31 13:03:48,True
BID001016,TEN0195,VEN0107,1236000,2022-03-23 15:58:15,False
BID001017,TEN0195,VEN0050,1002000,2022-02-23 17:22:03,True
BID001018,TEN0196,VEN0083,32712000,2022-03-25 15:20:24,False
BID001019,TEN0196,VEN0056,34260000,2022-03-26 11:38:50,False
BID001020,TEN0196,VEN0001,35633000,2022-04-06 12:13:21,False
BID001021,TEN0196,VEN0118,34610000,2022-04-18 13:33:02,False
BID001022,TEN0196,VEN0069,29348000,2022-03-03 15:14:41,False
BID001023,TEN0196,VEN0023,38608000,2022-04-08 14:50:23,False
BID001024,TEN0196,VEN0007,33399000,2022-03-12 11:25:47,True
BID001025,TEN0197,VEN0008,1595000,2024-09-13 13:30:58,True
BID001026,TEN0197,VEN0099,1727000,2024-10-07 14:59:57,False
BID001027,TEN0197,VEN0015,1849000,2024-09-10 17:14:24,False
BID001028,TEN0197,VEN0060,1709000,2024-09-26 17:05:50,False
BID001029,TEN0197,VEN0049,1830000,2024-09-24 11:44:17,False
BID001030,TEN0197,VEN0003,1871000,2024-09-10 16:30:25,False
BID001031,TEN0198,VEN0061,364000,2021-06-10 12:13:52,False
BID001032,TEN0198,VEN0019,439000,2021-06-10 10:19:54,False
BID001033,TEN0198,VEN0037,367000,2021-06-17 17:39:37,False
BID001034,TEN0198,VEN0024,461000,2021-07-02 12:51:19,False
BID001035,TEN0198,VEN0028,297000,2021-06-14 09:06:49,True
BID001036,TEN0198,VEN0012,470000,2021-06-06 09:48:08,False
BID001037,TEN0199,VEN0012,5612000,2023-04-29 15:12:05,False
BID001038,TEN0199,VEN0019,4961000,2023-04-18 15:08:01,True
BID001039,TEN0199,VEN0028,6788000,2023-04-25 17:55:51,False
BID001040,TEN0199,VEN0024,6658000,2023-05-03 16:16:06,False
BID001041,TEN0199,VEN0035,4553000,2023-04-02 14:47:40,False
BID001042,TEN0199,VEN0084,6373000,2023-04-18 13:27:25,False
BID001043,TEN0200,VEN0104,47063000,2023-10-03 11:11:49,False
BID001044,TEN0200,VEN0007,40734000,2023-09-29 11:30:13,True
BID001045,TEN0200,VEN0102,43707000,2023-09-26 12:49:20,False
BID001046,TEN0200,VEN0010,49088000,2023-09-29 11:43:18,False
BID001047,TEN0200,VEN0120,45825000,2023-09-29 10:57:57,False
BID001048,TEN0201,VEN0089,1394000,2023-07-06 09:23:28,False
BID001049,TEN0201,VEN0099,2159000,2023-07-01 11:23:32,False
BID001050,TEN0201,VEN0108,1946000,2023-06-11 16:22:54,True
BID001051,TEN0201,VEN0026,1793000,2023-07-24 11:41:19,False
BID001052,TEN0201,VEN0040,1988000,2023-07-03 16:03:06,False
BID001053,TEN0201,VEN0003,1910000,2023-07-28 10:23:06,False
BID001054,TEN0202,VEN0034,3534000,2023-04-19 16:20:08,False
BID001055,TEN0202,VEN0005,3452000,2023-03-23 13:49:12,True
BID001056,TEN0202,VEN0031,4777000,2023-03-20 11:51:33,False
BID001057,TEN0203,VEN0091,3871000,2021-05-25 10:52:23,True
BID001058,TEN0203,VEN0109,5173000,2021-06-01 11:03:13,False
BID001059,TEN0203,VEN0073,4604000,2021-05-24 10:57:21,False
BID001060,TEN0203,VEN0070,4421000,2021-05-22 14:19:54,False
BID001061,TEN0204,VEN0003,1031000,2021-08-20 10:05:12,True
BID001062,TEN0204,VEN0049,1559000,2021-08-22 14:13:33,False
BID001063,TEN0204,VEN0059,1193000,2021-08-22 11:38:48,False
BID001064,TEN0205,VEN0070,4000000,2025-01-20 11:09:13,False
BID001065,TEN0205,VEN0005,3591000,2025-01-02 09:42:52,True
BID001066,TEN0205,VEN0034,4246000,2025-02-07 13:38:38,False
BID001067,TEN0205,VEN0114,5875000,2025-02-15 00:00:00,False
BID001068,TEN0205,VEN0011,4836000,2025-01-01 16:09:06,False
BID001069,TEN0205,VEN0113,4993000,2025-01-07 16:20:06,False
BID001070,TEN0205,VEN0055,4930000,2025-01-06 11:28:46,False
BID001071,TEN0206,VEN0009,12197000,2021-04-13 16:02:14,False
BID001072,TEN0206,VEN0066,17148000,2021-04-08 09:43:18,False
BID001073,TEN0206,VEN0119,14651000,2021-04-16 10:39:49,False
BID001074,TEN0206,VEN0068,15349000,2021-04-05 09:05:11,False
BID001075,TEN0206,VEN0111,13868000,2021-03-17 09:42:20,False
BID001076,TEN0206,VEN0022,16405000,2021-04-15 11:14:40,False
BID001077,TEN0206,VEN0063,12063000,2021-03-15 14:00:03,True
BID001078,TEN0207,VEN0022,3966000,2023-11-11 10:39:19,False
BID001079,TEN0207,VEN0119,3872000,2023-11-21 11:33:11,True
BID001080,TEN0207,VEN0096,4131000,2023-11-18 10:47:21,False
BID001081,TEN0207,VEN0078,4655000,2023-11-07 12:35:44,False
BID001082,TEN0207,VEN0068,4377000,2023-11-22 11:07:18,False
BID001083,TEN0207,VEN0066,4051000,2023-12-06 15:04:18,False
BID001084,TEN0207,VEN0053,4555000,2023-11-05 13:18:41,False
BID001085,TEN0207,VEN0039,4111000,2023-12-01 09:03:49,False
BID001086,TEN0208,VEN0115,362000,2021-12-04 13:22:14,True
BID001087,TEN0208,VEN0029,461000,2021-11-10 15:07:02,False
BID001088,TEN0208,VEN0079,474000,2021-12-10 17:26:19,False
BID001089,TEN0209,VEN0105,1265000,2022-05-09 17:04:57,False
BID001090,TEN0209,VEN0106,1248000,2022-05-11 14:32:48,True
BID001091,TEN0210,VEN0002,1408000,2024-01-30 11:04:52,True
BID001092,TEN0210,VEN0085,1995000,2024-02-05 14:00:29,False
BID001093,TEN0211,VEN0061,8630000,2021-08-03 11:33:41,False
BID001094,TEN0211,VEN0093,7704000,2021-07-10 11:19:13,False
BID001095,TEN0211,VEN0081,6876000,2021-07-29 14:20:45,True
BID001096,TEN0211,VEN0012,8678000,2021-07-10 11:44:33,False
BID001097,TEN0211,VEN0037,9759000,2021-07-26 10:19:09,False
BID001098,TEN0211,VEN0019,8925000,2021-07-21 09:20:37,False
BID001099,TEN0211,VEN0067,8490000,2021-08-12 10:37:59,False
BID001100,TEN0212,VEN0040,120000,2023-12-23 09:25:36,False
BID001101,TEN0212,VEN0075,120000,2023-11-23 15:17:06,True
BID001102,TEN0212,VEN0042,137000,2023-12-12 16:25:41,False
BID001103,TEN0212,VEN0060,129000,2023-11-17 15:06:05,False
BID001104,TEN0212,VEN0015,110000,2023-12-11 10:31:16,False
BID001105,TEN0212,VEN0085,132000,2023-12-04 09:24:19,False
BID001106,TEN0212,VEN0014,126000,2023-11-30 14:50:18,False
BID001111,TEN0213,VEN0097,507000,2023-02-06 15:39:06,True
BID001112,TEN0213,VEN0096,762000,2023-01-25 14:40:28,False
BID001113,TEN0214,VEN0083,22081000,2023-07-26 16:30:37,False
BID001114,TEN0214,VEN0056,18931000,2023-08-22 12:06:13,False
BID001115,TEN0214,VEN0018,20007000,2023-08-04 15:31:00,False
BID001116,TEN0214,VEN0087,23894000,2023-07-20 15:36:30,False
BID001117,TEN0214,VEN0041,17536000,2023-08-10 11:50:07,True
BID001118,TEN0215,VEN0009,6852000,2023-08-22 13:49:44,True
BID001119,TEN0215,VEN0022,7830000,2023-08-19 15:53:56,False
BID001120,TEN0215,VEN0078,8039000,2023-08-02 13:39:02,False
BID001121,TEN0215,VEN0097,8902000,2023-07-06 15:23:39,False
BID001122,TEN0215,VEN0088,7009000,2023-07-20 15:09:07,False
BID001123,TEN0216,VEN0002,876000,2022-04-04 14:12:07,False
BID001124,TEN0216,VEN0043,710000,2022-04-04 10:48:32,False
BID001125,TEN0216,VEN0016,646000,2022-04-02 11:23:59,True
BID001126,TEN0216,VEN0110,833000,2022-03-23 10:58:20,False
BID001127,TEN0217,VEN0113,598000,2021-05-26 17:57:58,True
BID001128,TEN0217,VEN0070,643000,2021-05-28 15:47:36,False
BID001129,TEN0218,VEN0081,5614000,2023-01-28 11:03:50,True
BID001130,TEN0218,VEN0090,6529000,2023-01-18 14:43:51,False
BID001131,TEN0219,VEN0066,6361000,2022-03-18 16:21:10,False
BID001132,TEN0219,VEN0094,4874000,2022-03-27 12:20:16,True
BID001133,TEN0219,VEN0078,7721000,2022-03-13 15:11:58,False
BID001134,TEN0219,VEN0032,7090000,2022-04-03 11:32:41,False
BID001135,TEN0220,VEN0120,35384000,2023-05-19 10:17:58,False
BID001136,TEN0220,VEN0033,32145000,2023-05-21 15:12:29,True
BID001137,TEN0221,VEN0008,137000,2022-02-22 10:48:54,False
BID001138,TEN0221,VEN0075,137000,2022-02-18 15:47:09,False
BID001139,TEN0221,VEN0016,142000,2022-03-20 17:09:13,False
BID001140,TEN0221,VEN0112,125000,2022-02-15 15:29:44,False
BID001141,TEN0221,VEN0080,124000,2022-01-26 16:37:04,True
BID001142,TEN0221,VEN0105,134000,2022-02-03 14:26:04,False
BID001143,TEN0221,VEN0042,146000,2022-03-23 12:57:27,False
BID001144,TEN0222,VEN0096,8562000,2023-07-08 14:01:42,False
BID001145,TEN0222,VEN0119,10780000,2023-07-17 12:06:16,False
BID001146,TEN0222,VEN0077,9811000,2023-07-19 00:00:00,False
BID001147,TEN0222,VEN0078,9086000,2023-07-18 15:57:25,False
BID001148,TEN0222,VEN0066,8947000,2023-07-16 17:23:06,False
BID001149,TEN0222,VEN0097,9578000,2023-07-11 14:53:47,False
BID001150,TEN0222,VEN0032,8179000,2023-07-11 14:39:12,True
BID001151,TEN0223,VEN0098,1430000,2025-01-08 17:17:38,False
BID001152,TEN0223,VEN0062,1205000,2025-01-15 14:40:06,True
BID001153,TEN0223,VEN0110,1622000,2025-01-19 12:12:16,False
BID001154,TEN0223,VEN0107,1216000,2025-01-17 16:40:30,False
BID001155,TEN0224,VEN0095,8046000,2022-08-21 09:35:09,False
BID001156,TEN0224,VEN0046,7039000,2022-08-29 15:39:42,False
BID001157,TEN0224,VEN0061,7074000,2022-09-26 16:54:13,False
BID001158,TEN0224,VEN0012,7285000,2022-09-13 15:56:34,False
BID001159,TEN0224,VEN0038,7021000,2022-09-09 14:23:16,True
BID001160,TEN0224,VEN0084,7840000,2022-09-12 17:48:08,False
BID001161,TEN0224,VEN0037,7202000,2022-09-04 10:21:07,False
BID001162,TEN0224,VEN0006,7120000,2022-09-12 13:16:43,False
BID001163,TEN0225,VEN0100,48582000,2022-09-24 16:51:38,False
BID001164,TEN0225,VEN0083,49694000,2022-10-03 00:00:00,False
BID001165,TEN0225,VEN0102,40935000,2022-09-26 15:25:15,False
BID001166,TEN0225,VEN0104,42724000,2022-09-10 13:17:46,False
BID001167,TEN0225,VEN0001,33226000,2022-09-20 11:48:35,True
BID001168,TEN0225,VEN0045,50684000,2022-09-15 11:58:14,False
BID001169,TEN0225,VEN0087,52066000,2022-09-29 16:23:26,False
BID001170,TEN0226,VEN0096,2886000,2021-05-17 16:37:24,True
BID001171,TEN0226,VEN0009,3118000,2021-05-16 16:56:00,False
BID001172,TEN0226,VEN0063,3104000,2021-05-05 16:53:54,False
BID001173,TEN0226,VEN0068,3311000,2021-06-01 00:00:00,False
BID001174,TEN0227,VEN0025,706000,2022-08-26 12:14:18,False
BID001175,TEN0227,VEN0003,701000,2022-09-15 17:26:35,False
BID001176,TEN0227,VEN0042,680000,2022-09-05 13:05:06,True
BID001177,TEN0227,VEN0089,905000,2022-09-06 16:03:38,False
BID001178,TEN0227,VEN0108,728000,2022-10-20 13:00:56,False
BID001179,TEN0227,VEN0099,936000,2022-09-22 09:21:16,False
BID001180,TEN0227,VEN0110,711000,2022-09-05 13:53:04,False
BID001181,TEN0227,VEN0050,711000,2022-08-28 16:13:59,False
BID001182,TEN0228,VEN0069,48583000,2023-04-09 14:31:00,False
BID001183,TEN0228,VEN0007,35396000,2023-04-28 15:48:41,False
BID001184,TEN0228,VEN0001,35615000,2023-04-30 13:46:59,False
BID001185,TEN0228,VEN0041,43776000,2023-03-23 11:25:30,False
BID001186,TEN0228,VEN0023,46822000,2023-04-21 14:59:05,False
BID001187,TEN0228,VEN0100,46343000,2023-04-29 10:10:36,True
